,Hindi,Kannada,devanagari_kannada
1056,"World Heritage Week, संस्कृति प्रेमियों के लिये, पुराने समय में वापस जाने, उनके इतिहास के अहम् पड़ावों को पता लगाने का एक शानदार अवसर प्रदान करता है |","ವಿಶ್ವ ಪರಂಪರಾ ಸಪ್ತಾಹ, ಸಂಸ್ಕೃತಿ ಪ್ರೀಯರಿಗೆ ಹಿಂದಿನ ಕಾಲಕ್ಕೆ ಹೋಗಲು ಮತ್ತು ಅವುಗಳ ಐತಿಹಾಸಿಕ ಮಹತ್ವದ ಮಜಲುಗಳನ್ನು ಅರಿಯಲು ಒಂದು ಉತ್ತಮ ಅವಕಾಶವನ್ನು ಒದಗಿಸುತ್ತದೆ.","विश्व परंपरा सप्ताह, संस्कृति प्रीयरिगॆ हिंदिन कालक्कॆ होगलु मत्तु अवुगळ ऐतिहासिक महत्वद मजलुगळन्नु अरियलु ऒंदु उत्तम अवकाशवन्नु ऒदगिसुत्तदॆ."
1057,"कोरोना कालखंड के बावजूद भी, इस बार हमने, innovative तरीके से लोगों को ये Heritage Week मनाते देखा |",ಕೊರೊನಾ ಸಾಂಕ್ರಾಮಿಕದ ಹೊರತಾಗಿಯೂ ಈ ಬಾರಿ ವಿಶಿಷ್ಟ ರೀತಿಯಲ್ಲಿ ಈ ಪರಂಪರಾ ಸಪ್ತಾಹ ಆಚರಿಸಿರುವುದನ್ನು ನಾವು ಕಂಡಿದ್ದೇವೆ.,कॊरॊना सांक्रामिकद हॊरतागियू ई बारि विशिष्ट रीतियल्लि ई परंपरा सप्ताह आचरिसिरुवुदन्नु नावु कंडिद्देवॆ.
1058,"Crisis में culture बड़े काम आता है, इससे निपटने में अहम् भूमिका निभाता है |",ಸಂಕಷ್ಟದಲ್ಲಿ ಸಂಸ್ಕೃತಿ ಬಹಳ ಉಪಯೋಗಕ್ಕೆ ಬರುತ್ತದೆ.ಇದರಿಂದ ಮುಕ್ತಿ ಹೊಂದಲು ಪ್ರಮುಖ ಪಾತ್ರ ವಹಿಸುತ್ತದೆ.,संकष्टदल्लि संस्कृति बहळ उपयोगक्कॆ बरुत्तदॆ.इदरिंद मुक्ति हॊंदलु प्रमुख पात्र वहिसुत्तदॆ.
1059,"Technology के माध्यम से भी culture, एक, emotional recharge की तरह काम करता है |",ತಂತ್ರಜ್ಞಾನದ ಮಾಧ್ಯಮದಿಂದಲೂ ಸಂಸ್ಕೃತಿ ಒಂದು ಭಾವನಾತ್ಮಕ ಚೈತನ್ಯದಂತೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ.,तंत्रज्ञानद माध्यमदिंदलू संस्कृति ऒंदु भावनात्मक चैतन्यदंतॆ कॆलस माडुत्तदॆ.
1060,आज देश में कई museums और libraries अपने collection को पूरी तरह से digital बनाने पर काम कर रहे हैं |,ಇಂದು ದೇಶದಲ್ಲಿ ಎಷ್ಟೋ ವಸ್ತು ಸಂಗ್ರಹಾಲಯಗಳು ಮತ್ತು ಗ್ರಂಥಾಲಯಗಳು ತಮ್ಮ ಸಂಗ್ರಹವನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ಡಿಜಿಟಲೀಕರಣಗೊಳಿಸುವಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿವೆ.,इंदु देशदल्लि ऎष्टो वस्तु संग्रहालयगळु मत्तु ग्रंथालयगळु तम्म संग्रहवन्नु संपूर्णवागि डिजिटलीकरणगॊळिसुवल्लि कॆलस माडुत्तिवॆ.
1061,"दिल्ली में, हमारे राष्ट्रीय संग्रहालय ने इस सम्बन्ध में कुछ सराहनीय प्रयास किये हैं |",ದೆಹಲಿಯಲ್ಲಿ ನಮ್ಮ ರಾಷ್ಟ್ರೀಯ ಸಂಗ್ರಹಾಲಯ ಈ ನಿಟ್ಟಿನಲ್ಲಿ ಪ್ರಶಂಸನೀಯ ಪ್ರಯತ್ನಗಳನ್ನು ಮಾಡಿದೆ.,दॆहलियल्लि नम्म राष्ट्रीय संग्रहालय ई निट्टिनल्लि प्रशंसनीय प्रयत्नगळन्नु माडिदॆ.
1062,"राष्ट्रीय संग्राहलय द्वारा करीब दस virtual galleries, introduce करने की दिशा में काम चल रहा है – है ना मज़ेदार ! अब, आप, घर बैठे दिल्ली के National Museum galleries का tour कर पायेंगे |",ರಾಷ್ಟ್ರೀಯ ಸಂಗ್ರಹಾಲಯದ ಮೂಲಕ ಸುಮಾರು 10 ವರ್ಚುವಲ್ ಗ್ಯಾಲರಿಗಳನ್ನು ಪರಿಚಯಿಸುವ ನಿಟ್ಟಿನಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ – ತುಂಬಾ ಮಜವಾಗಿದೆಯಲ್ಲವೇ! ಈಗ ನೀವು ಮನೆಯಲ್ಲಿಯೇ ಕುಳಿತು ದೆಹಲಿಯ ರಾಷ್ಟ್ರೀಯ ಸಂಗ್ರಹಾಲಯದ ಗ್ಯಾಲರಿಗಳ ಪ್ರವಾಸ ಕೈಗೊಳ್ಳಬಹುದು.,राष्ट्रीय संग्रहालयद मूलक सुमारु 10 वर्चुवल् ग्यालरिगळन्नु परिचयिसुव निट्टिनल्लि कार्यनिर्वहिसुत्तिदॆ – तुंबा मजवागिदॆयल्लवे! ईग नीवु मनॆयल्लिये कुळितु दॆहलिय राष्ट्रीय संग्रहालयद ग्यालरिगळ प्रवास कैगॊळ्ळबहुदु.
1063,"जहां एक ओर सांस्कृतिक धरोहरों को technology के माध्यम से अधिक-से-अधिक लोगों तक पहुंचाना अहम् है, वहीँ, इन धरोहरों के संरक्षण के लिए technology का उपयोग भी महत्वपूर्ण है |",ಇಲ್ಲಿ ಒಂದೆಡೆ ಸಂಸ್ಕೃತಿಯ ಪರಂಪರೆಯನ್ನು ತಂತ್ರಜ್ಞಾನದ ಸಹಾಯದಿಂದ ಹೆಚ್ಚೆಚ್ಚು ಜನರಿಗೆ ತಲುಪಿಸುವುದು ಎಷ್ಟು ಮುಖ್ಯವೋ ಅದೇ ರೀತಿ ಮತ್ತೊಂದೆಡೆ ಇಂತಹ ಅಮೂಲ್ಯ ವಸ್ತುಗಳ ಸಂರಕ್ಷಣೆಗೆ ತಂತ್ರಜ್ಞಾನದ ಬಳಕೆಯೂ ಅಷ್ಟೇ ಮಹತ್ವಪೂರ್ಣವಾಗಿದೆ.,इल्लि ऒंदॆडॆ संस्कृतिय परंपरॆयन्नु तंत्रज्ञानद सहायदिंद हॆच्चॆच्चु जनरिगॆ तलुपिसुवुदु ऎष्टु मुख्यवो अदे रीति मत्तॊंदॆडॆ इंतह अमूल्य वस्तुगळ संरक्षणॆगॆ तंत्रज्ञानद बळकॆयू अष्टे महत्वपूर्णवागिदॆ.
1064,"हाल ही में, एक interesting project के बारे में पढ़ रहा था |",ಇತ್ತೀಚೆಗೆ ಒಂದು ಆಸಕ್ತಿಕರ ಪ್ರಾಜೆಕ್ಟ್ ಬಗ್ಗೆ ಓದುತ್ತಿದ್ದೆ.,इत्तीचॆगॆ ऒंदु आसक्तिकर प्राजॆक्ट् बग्गॆ ओदुत्तिद्दॆ.
1065,नॉर्वे के उत्तर में Svalbard नाम का एक द्वीप है |,ನಾರ್ವೆಯ ಉತ್ತರದಲ್ಲಿ ಸ್ವಾಲ್ ಬಾರ್ಡ್ ಎಂಬ ಹೆಸರಿನ ದ್ವೀಪವಿದೆ.,नार्वॆय उत्तरदल्लि स्वाल् बार्ड् ऎंब हॆसरिन द्वीपविदॆ.
1066,"इस द्वीप में एक project, Arctic world archive बनाया गया है |",ಈ ದ್ವೀಪದಲ್ಲಿ ಆರ್ಕ್ಟಿಕ್ ವರ್ಲ್ಡ್ ಆರ್ಕೈವ್ ಎಂಬ ಯೋಜನೆಯನ್ನು ರೂಪಿಸಲಾಗಿದೆ.,ई द्वीपदल्लि आर्क्टिक् वर्ल्ड् आर्कैव् ऎंब योजनॆयन्नु रूपिसलागिदॆ.
1067,इस archive में बहुमूल्य heritage data को इस प्रकार से रखा गया है कि किसी भी प्रकार के प्राकृतिक या मानव निर्मित आपदाओं से प्रभावित ना हो सकें |,ಯಾವುದೇ ಪ್ರಾಕೃತಿಕ ಅಥವಾ ಮಾನವ ನಿರ್ಮಿತ ವಿಪತ್ತು ಯಾವುದೇ ಪ್ರಭಾವ ಬೀರದಂತೆ ಈ ಆರ್ಕೈವ್ ನಲ್ಲಿ ಅಮೂಲ್ಯ ಪರಂಪರಾ ದತ್ತಾಂಶವನ್ನು ಸಂರಕ್ಷಿಸಲಾಗಿದೆ.,यावुदे प्राकृतिक अथवा मानव निर्मित विपत्तु यावुदे प्रभाव बीरदंतॆ ई आर्कैव् नल्लि अमूल्य परंपरा दत्तांशवन्नु संरक्षिसलागिदॆ.
1068,"अभी हाल ही में, यह भी जानकारी आयी है, कि, अजन्ता गुफाओं की धरोहर को भी digitize करके इस project में संजोया जा रहा है |",ಅಜಂತಾ ಗುಹೆಗಳ ಪರಂಪರೆಯನ್ನು ಡಿಜಿಟಲೀಕರಣಗೊಳಿಸಿ ಈ ಯೋಜನೆಯಲ್ಲಿ ಸೇರಿಸಲಾಗುತ್ತಿದೆ ಎಂದು ಇತ್ತೀಚೆಗೆ ಮಾಹಿತಿ ಲಭಿಸಿದೆ.,अजंता गुहॆगळ परंपरॆयन्नु डिजिटलीकरणगॊळिसि ई योजनॆयल्लि सेरिसलागुत्तिदॆ ऎंदु इत्तीचॆगॆ माहिति लभिसिदॆ.
1069,"इसमें, अजन्ता गुफाओं की पूरी झलक देखने को मिलेगी |",ಇದರಲ್ಲಿ ಅಜಂತಾ ಗುಹೆಗಳ ಸಂಪೂರ್ಣ ನೋಟ ಲಭಿಸಲಿದೆ.,इदरल्लि अजंता गुहॆगळ संपूर्ण नोट लभिसलिदॆ.
1070,"इसमें, digitalized और restored painting के साथ-साथ इससे सम्बंधित दस्तावेज़ और quotes भी शामिल होंगे |",ಇದರಲ್ಲಿ ಡಿಜಿಟಲೀಕರಣಗೊಳಿಸಿದ ಮತ್ತು ಪುನರುಜ್ಜೀವ ನೀಡಲಾದ ವರ್ಣಚಿತ್ರಗಳ ಜೊತೆಗೆ ಇದಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ದಾಖಲೆಗಳು ಮತ್ತು ಉಲ್ಲೇಖಗಳು ಲಭ್ಯವಿವೆ.,इदरल्लि डिजिटलीकरणगॊळिसिद मत्तु पुनरुज्जीव नीडलाद वर्णचित्रगळ जॊतॆगॆ इदक्कॆ संबंधिसिद दाखलॆगळु मत्तु उल्लेखगळु लभ्यविवॆ.
1071,"साथियो, महामारी ने एक ओर जहाँ, हमारे काम करने के तौर-तरीकों को बदला है, तो दूसरी ओर प्रकृति को नये ढंग से अनुभव करने का भी अवसर दिया है |","ಸ್ನೇಹಿತರೆ, ಮಹಾಮಾರಿ ಒಂದೆಡೆ ನಮ್ಮ ಕೆಲಸ ಮಾಡುವ ರೀತಿ ನೀತಿಗಳನ್ನು ಬದಲಾಯಿಸಿದ್ದರೆ ಮತ್ತೊಂದೆಡೆ ಪ್ರಕೃತಿಯನ್ನು ಹೊಸ ಬಗೆಯಲ್ಲಿ ಅನುಭವಿಸುವ ಅವಕಾಶವನ್ನೂ ನೀಡಿದೆ.","स्नेहितरॆ, महामारि ऒंदॆडॆ नम्म कॆलस माडुव रीति नीतिगळन्नु बदलायिसिद्दरॆ मत्तॊंदॆडॆ प्रकृतियन्नु हॊस बगॆयल्लि अनुभविसुव अवकाशवन्नू नीडिदॆ."
1072,प्रकृति को देखने के हमारे नज़रिये में भी बदलाव आया है |,ಪ್ರಕೃತಿಯನ್ನು ನೋಡುವ ನಮ್ಮ ದೃಷ್ಟಿಕೋನ ಕೂಡ ಬದಲಾಗಿದೆ.,प्रकृतियन्नु नोडुव नम्म दृष्टिकोन कूड बदलागिदॆ.
