,Kannada,Sanskrit,devanagari_kannada
881,ಜನರು ಶ್ರೀ ಗುರು ಗೋವಿಂದ್ ಸಿಂಗ್ ಜಿ ಅವರ ಕುಟುಂಬದವರ ಈ ಬಲಿದಾನವನ್ನು ಬಹಳ ಭಾವನಾತ್ಮಕವಾಗಿ ನೆನೆಯುತ್ತಾರೆ.,जनाः गुरुगोविन्दसिंहस्य परिवारेण प्रदत्तं बलिदानं भावपूर्णावस्थायां स्मरन्ति।,जनरु श्री गुरु गोविंद् सिंग् जि अवर कुटुंबदवर ई बलिदानवन्नु बहळ भावनात्मकवागि नॆनॆयुत्तारॆ.
882,"ಈ ತ್ಯಾಗ ಇಡೀ ಮಾನವತೆಗೆ, ದೇಶಕ್ಕೆ ಹೊಸ ಪಾಠವನ್ನು ಕಲಿಸಿದೆ.",एषा आहुतिः सम्पूर्णमानवतायै देशाय च शिक्षाम् अदात्।,"ई त्याग इडी मानवतॆगॆ, देशक्कॆ हॊस पाठवन्नु कलिसिदॆ."
883,ಈ ಬಲಿದಾನ ನಮ್ಮ ನಾಗರಿಕತೆಯನ್ನು ಸುರಕ್ಷಿತವಾಗಿಡುವ ಮಹಾನ್ ಕೆಲಸವನ್ನು ಮಾಡಿದೆ.,अनया हि अस्माकं सभ्यता सुरक्षिता।,ई बलिदान नम्म नागरिकतॆयन्नु सुरक्षितवागिडुव महान् कॆलसवन्नु माडिदॆ.
884,ಈ ತ್ಯಾಗ–ಬಲಿದಾನಕ್ಕೆ ಹುತಾತ್ಮತೆಗೆ ನಾವೆಲ್ಲ ಋಣಿಯಾಗಿದ್ದೇವೆ.,वयं सर्वेऽपि आहुत्याः अस्याः ऋणिनः स्मः।,ई त्याग–बलिदानक्कॆ हुतात्मतॆगॆ नावॆल्ल ऋणियागिद्देवॆ.
885,"ನಾನು ಮತ್ತೊಮ್ಮೆ, ಶ್ರೀ ಗುರು ತೇಗ್ ಬಹಾದೂರ್ ಜಿ, ಮಾತೆ ಗುಜ್ಜರಿಜಿ, ಗುರು ಗೋವಿಂದ್ ಸಿಂಗ್ ಜಿ, ಮತ್ತು ನಾಲ್ವರೂ ಮಕ್ಕಳಿಗೆ ನನ್ನ ನಮನ ಸಲ್ಲಿಸುತ್ತೇನೆ.","पुनरेकवारम् अहं श्रीतेगबहादुरं, मातरं गुजरीं, श्रीगुरुगोविन्दसिंहं, अथ च चतुर्भ्यः युवराजेभ्यः नमस्करोमि, तद्-बलिदानं सादरं प्रणमामि।","नानु मत्तॊम्मॆ, श्री गुरु तेग् बहादूर् जि, मातॆ गुज्जरिजि, गुरु गोविंद् सिंग् जि, मत्तु नाल्वरू मक्कळिगॆ नन्न नमन सल्लिसुत्तेनॆ."
886,"ಹೀಗೆಯೇ, ಬಹಳಷ್ಟು ಜನ ಹುತಾತ್ಮರು ಇಂದಿನ ಭಾರತದ ಸ್ವರೂಪವನ್ನು ಸಂರಕ್ಷಿಸಿದ್ದಾರೆ ಮತ್ತು ಉಳಿಸಿಕೊಂಡು ಬಂದಿದ್ದಾರೆ.",एतादृशैः बलिदानैः एव भारतस्य स्वरूपं संरक्षितम् अस्ति।,"हीगॆये, बहळष्टु जन हुतात्मरु इंदिन भारतद स्वरूपवन्नु संरक्षिसिद्दारॆ मत्तु उळिसिकॊंडु बंदिद्दारॆ."
887,"ನನ್ನ ಪ್ರಿಯ ದೇಶ ಬಾಂಧವರೇ, ಈಗ ನಾನು ನಿಮಗೆ ಸಂತೋಷ ತರುವ ಮತ್ತು ಹೆಮ್ಮೆಯಾಗುವಂಥ ಒಂದು ವಿಷಯವನ್ನು ಹೇಳಲಿದ್ದೇನೆ.","मम प्रियाः देशवासिनः, इदानीम् एतादृशीम् एकां वार्तां श्रावयामि यां श्रुत्वा आनन्दः अपि आयास्यति, भवन्तः गर्वान्विताः च भविष्यन्ति।","नन्न प्रिय देश बांधवरे, ईग नानु निमगॆ संतोष तरुव मत्तु हॆम्मॆयागुवंथ ऒंदु विषयवन्नु हेळलिद्देनॆ."
888,"ಭಾರತದಲ್ಲಿ, 2014 ರಿಂದ 2018 ರ ಅವಧಿಯ ನಡುವೆ ಚಿರತೆಗಳ ಸಂಖ್ಯೆಯಲ್ಲಿ ಶೇಕಡಾ 60 ರಷ್ಟು ಏರಿಕೆಯಾಗಿದೆ.",भारते leopards इत्युक्ते चित्रकाणां संख्यायां चतुर्दशाधिकद्वि-सहस्रतम- वर्षतः अष्टादशाधिक-द्विसहस्रतमवर्षं यावत् प्रतिशतं षष्टिमिता वृद्धिः सञ्जातास्ति।,"भारतदल्लि, 2014 रिंद 2018 र अवधिय नडुवॆ चिरतॆगळ संख्यॆयल्लि शेकडा 60 रष्टु एरिकॆयागिदॆ."
889,"2014 ರಲ್ಲಿ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಚಿರತೆಗಳ ಸಂಖ್ಯೆ ಸುಮಾರು 7,900 ಆಗಿತ್ತು, ಆದರೆ, 2019 ರಲ್ಲಿ ಅವುಗಳ ಸಂಖ್ಯೆ 12,852 ಕ್ಕೆ ತಲುಪಿದೆ.",चतुर्दशाधिकद्वि-सहस्रतमे वर्षे चित्रकाणां संख्या प्रायशः शतोनाष्ट-सहस्रात्मिका आसीत् तत्रैव नवदशाधिक-द्विसहस्रतमे वर्षे एषा द्विपञ्चाशदधिकाष्ट-शतोत्तर-द्वादशसहस्रात्मिका सम्वृत्ता।,"2014 रल्लि नम्म देशदल्लि चिरतॆगळ संख्यॆ सुमारु 7,900 आगित्तु, आदरॆ, 2019 रल्लि अवुगळ संख्यॆ 12,852 क्कॆ तलुपिदॆ."
890,"“ಯಾವ ಜನರು ಚಿರತೆಗಳು ಪಕೃತಿಯಲ್ಲಿ ಆನಂದವಾಗಿ ವಿಹರಿಸುವುದನ್ನು ನೋಡಿಲ್ಲವೋ, ಅವರು ಅವುಗಳ ಸೌಂದರ್ಯವನ್ನು ಕಲ್ಪಿಸಿಕೊಳ್ಳಲೂ ಸಾಧ್ಯವಿಲ್ಲ” ಎಂದು ಜಿಮ್ ಕಾರ್ಬೆಟ್ ಹೇಳಿದಂತಹ ಆ ಚಿರತೆಗಳು ಇವೇ ಆಗಿವೆ.","एते त एव चित्रकाः सन्ति येषां विषये Jim Corbett-वृन्दपक्षतः उक्तमासीत् यैः चित्रकस्य प्रकृतौ स्वच्छन्दविचरणं न दृष्टं, ते चित्रकसौन्दर्यस्य कल्पनाम् एव न कर्तुं शक्नुवन्ति।","“याव जनरु चिरतॆगळु पकृतियल्लि आनंदवागि विहरिसुवुदन्नु नोडिल्लवो, अवरु अवुगळ सौंदर्यवन्नु कल्पिसिकॊळ्ळलू साध्यविल्ल” ऎंदु जिम् कार्बॆट् हेळिदंतह आ चिरतॆगळु इवे आगिवॆ."
891,"ಅವುಗಳಿಗಿರುವ ಬಣ್ಣಗಳ ಸೌಂದರ್ಯ ಮತ್ತು ಅವುಗಳ ಮೋಹಕ ನಡಿಗೆಯನ್ನು, ಊಹಿಸಲೂ ಸಾಧ್ಯವಿಲ್ಲ.","तस्य वर्णानां सौन्दर्यं, चलनसौन्दर्यं च नैव ज्ञातुं समर्थाः भवन्ति।","अवुगळिगिरुव बण्णगळ सौंदर्य मत्तु अवुगळ मोहक नडिगॆयन्नु, ऊहिसलू साध्यविल्ल."
892,"ದೇಶದ ಅನೇಕ ರಾಜ್ಯಗಳಲ್ಲಿ, ಅದರಲ್ಲೂ ವಿಶೇಷವಾಗಿ ಮಧ್ಯ ಭಾರತದಲ್ಲಿ ಚಿರತೆಗಳ ಸಂಖ್ಯೆಯಲ್ಲಿ ಏರಿಕೆಯಾಗಿದೆ.",देशस्य अधिकेषु राज्येषु विशेषरूपेण मध्यभारते चित्रकसंख्या एधितास्ति।,"देशद अनेक राज्यगळल्लि, अदरल्लू विशेषवागि मध्य भारतदल्लि चिरतॆगळ संख्यॆयल्लि एरिकॆयागिदॆ."
893,"ಚಿರತೆಗಳು ಹೆಚ್ಚಾಗಿ ಬೆಳೆಯುತ್ತಿರುವ ರಾಜ್ಯಗಳಲ್ಲಿ ಮಧ್ಯಪ್ರದೇಶ, ಕರ್ನಾಟಕ ಮತ್ತು ಮಹಾರಾಷ್ಟ್ರ ಅಗ್ರ ಸ್ಥಾನಗಳಲ್ಲಿವೆ.",चित्रकसंख्यादृशा राज्येषु क्रमशः मध्यप्रदेशः कर्णाटकं महाराष्ट्रं च मूर्ध्नि सन्ति।,"चिरतॆगळु हॆच्चागि बॆळॆयुत्तिरुव राज्यगळल्लि मध्यप्रदेश, कर्नाटक मत्तु महाराष्ट्र अग्र स्थानगळल्लिवॆ."
894,ಇದೊಂದು ಮಹತ್ತರವಾದ ಸಾಧನೆಯಾಗಿದೆ.,एषा उत्कृष्टा उपलब्धिः।,इदॊंदु महत्तरवाद साधनॆयागिदॆ.
895,"ಇಡೀ ವಿಶ್ವದಲ್ಲೇ ಚಿರತೆಗಳು ಅಪಾಯವನ್ನು ಎದುರಿಸುತ್ತಲೇ ಬಂದಿವೆ.ಅವುಗಳ ಆವಾಸಸ್ಥಾನಗಳು ಕುಗ್ಗುತ್ತಿವೆ, ಜಗತ್ತಿನೆಲ್ಲೆಡೆ ಅವುಗಳ ಸಂತತಿ ವಿನಾಶದ ಅಂಚನ್ನು ತಲುಪುತ್ತಿದೆ.",सम्पूर्णे विश्वे चित्रकाः सङ्कटान् सम्मुखीकुर्वन्तिविश्वे तेषाम् उत्पत्तिस्थानानि क्षतिग्रस्तानि जातानि।,"इडी विश्वदल्ले चिरतॆगळु अपायवन्नु ऎदुरिसुत्तले बंदिवॆ.अवुगळ आवासस्थानगळु कुग्गुत्तिवॆ, जगत्तिनॆल्लॆडॆ अवुगळ संतति विनाशद अंचन्नु तलुपुत्तिदॆ."
896,"ಇಂಥ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ, ಭಾರತ, ಚಿರತೆಗಳ ಸಂಖ್ಯೆಯ ನಿರಂತರ ಹೆಚ್ಚಳದಿಂದ ಇಡೀ ವಿಶ್ವಕ್ಕೇ ಮಾದರಿಯಾಗಿದೆ.",एतादृशे समये चित्रकाणां संख्यावृद्धिं कृत्वा भारतेन समग्राय विश्वाय मार्गः प्रदर्शितः अस्ति।,"इंथ परिस्थितियल्लि, भारत, चिरतॆगळ संख्यॆय निरंतर हॆच्चळदिंद इडी विश्वक्के मादरियागिदॆ."
897,"ಕಳೆದ ಕೆಲವು ವರ್ಷಗಳಲ್ಲಿ, ಭಾರತದಲ್ಲಿ ಸಿಂಹಗಳ ಸಂಖ್ಯೆಯಲ್ಲಿ ಏರಿಕೆಯಾಗಿದೆ, ಹುಲಿಗಳ ಸಂಖ್ಯೆಯಲ್ಲಿ ವೃದ್ಧಿಯಾಗಿದೆ ಜೊತೆಗೆ ಭಾರತದ ಅರಣ್ಯ ಪ್ರದೇಶದ ವಿಸ್ತೀರ್ಣವೂ ಹೆಚ್ಚಿದೆ ಎಂಬ ವಿಷಯಗಳು ಬಹುಶಃ ನಿಮಗೆ ಗೊತ್ತಿರಬಹುದು.","भवन्तः जानन्तः स्युः यत् विगतेषु कतिपयेषु वर्षेषु भारते सिंहसंख्या वर्धितास्ति, व्याघ्रसंख्या अपि वृद्धास्ति, सहैव वनक्षेत्रमपि वृद्धम् जातम्।","कळॆद कॆलवु वर्षगळल्लि, भारतदल्लि सिंहगळ संख्यॆयल्लि एरिकॆयागिदॆ, हुलिगळ संख्यॆयल्लि वृद्धियागिदॆ जॊतॆगॆ भारतद अरण्य प्रदेशद विस्तीर्णवू हॆच्चिदॆ ऎंब विषयगळु बहुशः निमगॆ गॊत्तिरबहुदु."
